URL,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES
https://datos.gob.es/catalogo/9fa2e81f-6501-4d66-8065-0fd8f8e51b5f,https://dadesobertes.gva.es/dataset/tra-ocu-contratos-2024,[es]Estadísticas de contratación 2024,"[es]Contratos registrados por municipio, género y grupo de edad, sector de actividad y grupo de ocupación. Ocupaciones más contratadas por municipio, sexo y edad, y nivel de estudios.",Empleo,[es]Año 2024//contratos//estadísticas//trabajo,2024-02-01T00:00:00+0100,2024-02-01T00:00:00+0100,,es,Generalitat Valenciana,http://www.opendefinition.org/licenses/cc-by,,,,,,[TITLE_es]Contratos_por_Municipio-Sector-Grupo_Ocupacion-Genero-Edad 2024-01[ACCESS_URL]https://dadesobertes.gva.es/dataset/58190cd3-4626-4ec6-b864-159621a89d25/resource/8d948ee6-1005-4ab1-94f0-ddd8083532bb/download/contratos_por_municipio-sector-grupo_ocupacion-genero-edad-2024.csv[MEDIA_TYPE]CSV
